OTUID,Phylum,INDO12S1A,INDO12S1B,INDO12S1C,INDO12S2A,INDO12S2B,INDO12S2C,INDO13S1A,INDO13S1B,INDO13S1C
GUA08BBSM1_0_ID37213,Cnidaria,0,0,0,0.000103608,0.000550807,0.00014309,0,0,4.30E-06
CE02500M1_0_ID10141,Cnidaria,0.000205551,0,8.97E-06,0,0,1.18E-06,0,0,0
CE03100M1_0_ID1258,Arthropoda,0,0.000390865,0,0,0,0,0,0,0
ART01B500M3_0_ID100619,Unidentified,2.35E-05,0.00012084,0.000343605,0,0,2.36E-06,3.40E-05,0,2.01E-05
IND11100M3_0_ID260898,Cnidaria,0,0,0,0,0,0,0.000217016,0,0
CE01100M1_0_ID104133,Unidentified,8.17E-06,4.01E-05,4.32E-05,2.09E-05,2.80E-05,0.000143132,9.18E-05,1.60E-05,0.000107198
IND11100M3_0_ID232958,Porifera,0,0,0,0,0,1.18E-06,0.000218705,0,0
ART02C500M5_0_ID64144,Unidentified,3.07E-05,5.60E-05,3.17E-06,0,4.27E-05,2.06E-05,4.89E-05,0.000474874,5.71E-06
ART01A500M5_0_ID153946,Arthropoda,0,0,1.18E-05,0.000210331,0,0.000345585,0,0,0
ART02CBSM6_0_ID300349,Porifera,0,1.49E-06,0.000553985,4.33E-05,9.93E-06,2.71E-05,5.67E-06,4.49E-05,5.09E-05
CE02100M2_0_ID154573,Unidentified,1.63E-05,0,0,2.99E-05,0,0,0,0,0.001046249
CE01100M1_0_ID37691,Unidentified,7.57E-05,1.04E-05,1.57E-05,5.09E-05,6.00E-05,0.00016678,3.61E-05,6.56E-05,9.47E-05
CE01100M1_0_ID34450,Unidentified,6.63E-05,6.27E-06,4.64E-05,0,2.59E-05,6.19E-05,1.13E-05,0.000601129,0
CE02100M2_0_ID155396,Unidentified,0.000508313,0,0,0.000342091,0.000165677,0,1.70E-05,0,8.33E-05
CE01BSM1_0_ID26949,Unidentified,4.40E-06,9.81E-05,9.50E-06,0,1.49E-05,0.000240391,6.44E-06,1.22E-05,3.26E-05
ART02B500M5_0_ID103976,Arthropoda,0,7.76E-06,0,0.001165965,0,0,0,0,0
IND13500M1_0_ID1350,Unidentified,0,0,0,0,0,0,0,0,0.000337024
IND11100M3_0_ID228575,Bryozoa,0,0,0,0,0,0.000120721,9.00E-05,0.000151745,1.01E-05
IND11500M1_0_ID170968,Bryozoa,0,0,0,0,0,0,0.000207949,0,0
CE01100M3_0_ID63427,Unidentified,0.000245011,2.24E-05,0,5.39E-05,0.00028408,8.80E-05,0,3.20E-05,7.29E-05
CE01BSM1_0_ID102999,Unidentified,7.29E-05,4.24E-05,1.89E-05,0,0,0,0.000155616,2.79E-05,8.75E-05
ART02BBSM2_0_ID143396,Porifera,0.000148385,0,9.50E-06,0,4.97E-06,2.36E-06,5.67E-06,0,7.10E-05
HR01100M1_0_ID100249,Unidentified,0,0,0,0,0,1.04E-05,0.000304777,0,4.30E-06
ART02A100M5_0_ID209741,Cnidaria,6.39E-05,3.86E-05,9.67E-05,4.20E-05,7.43E-05,0.000130814,6.00E-05,4.74E-05,1.44E-05
CE01500M1_0_ID192128,Unidentified,1.47E-06,5.57E-05,9.74E-06,7.69E-05,8.97E-06,0.000124646,7.39E-05,0.000147706,2.51E-05
IND13BSM7_0_ID108281,Unidentified,0,0,0,0,0,0,0,0,0.000391912
IND06500M3_0_ID41191,Annelida,0,0,0,0,0,0.000420783,0,0,0
CE02100M2_0_ID187962,Unidentified,8.17E-06,2.24E-05,0.000113917,6.28E-05,8.00E-05,0.000196222,7.46E-06,1.07E-05,3.00E-05
CE02BSM3_0_ID106610,Unidentified,6.02E-05,7.73E-05,2.85E-05,4.33E-05,3.87E-05,5.43E-05,1.70E-05,4.83E-05,9.70E-05
CE02BSM4_0_ID183037,Porifera,0.000117533,0,0,0,0,7.07E-06,0.000301385,0,5.09E-05
IND06100M1_0_ID18098,Unidentified,0,0,0,0,0,0.000299914,0,0,0
CE01100M6_0_ID96028,Unidentified,6.60E-06,0.000345276,6.33E-06,5.51E-05,4.97E-06,4.01E-05,0,3.47E-06,0.000174026
CE02BSM4_0_ID237268,Rhodophyta,1.62E-05,2.98E-05,1.05E-05,4.44E-05,1.42E-05,0.000168535,4.67E-05,5.01E-05,4.47E-05
CE01100M6_0_ID145890,Cnidaria,6.44E-05,0.000168473,0,0,0,1.18E-06,0,0,0.000290763
ART02A500M5_0_ID319826,Chordata,4.10E-06,0,0,0.000326161,0,0,0,0.000741903,3.93E-06
IND12BSM1_0_ID80145,Unidentified,0,0,0,0,0,0.000172639,0,6.90E-06,0.000449457
CE01100M1_0_ID20447,Unidentified,6.41E-05,0.000156644,1.96E-05,1.51E-05,2.91E-05,5.68E-05,2.42E-05,4.05E-05,7.31E-05
CE01100M1_0_ID102715,Unidentified,3.13E-05,2.69E-05,0.00038889,8.08E-05,6.40E-05,2.66E-05,0,2.67E-05,7.61E-05
ART01A500M5_0_ID229729,Unidentified,4.00E-05,4.13E-05,0.00024235,2.09E-05,3.97E-05,8.04E-05,5.62E-05,3.45E-05,1.60E-05
IND07100M1_0_ID97909,Annelida,0,0,5.13E-05,0,0,6.37E-05,0,0.00060313,0.000105593
CE01100M3_0_ID4393,Unidentified,9.54E-05,5.82E-05,6.29E-05,5.39E-05,4.00E-06,7.64E-05,0.000109453,2.67E-05,0
CE01100M6_0_ID104398,Unidentified,4.10E-06,1.94E-05,3.14E-05,4.28E-05,3.20E-05,8.39E-05,0.000172864,2.67E-05,2.73E-05
ART01B100M7_0_ID200732,Cnidaria,0,6.27E-06,0,0.000176546,4.00E-06,0.000244573,0,0,0
CE01100M6_0_ID35363,Unidentified,1.23E-05,1.49E-05,0,4.49E-05,0.000641938,1.81E-05,1.71E-06,1.60E-05,0.000187003
ART01A100M5_0_ID121219,Bryozoa,5.93E-05,2.17E-05,0.000126212,3.54E-05,6.96E-05,6.51E-05,5.31E-05,3.47E-06,4.80E-05
CE01100M1_0_ID52742,Unidentified,7.55E-05,2.54E-05,0.000311664,4.49E-05,2.00E-05,0.000138298,0,0,3.00E-05
IND06500M1_0_ID11389,Arthropoda,0,0,0,0,0,0.000411076,0,0,0
CE02BSM6_0_ID283283,Unidentified,7.33E-07,7.16E-05,1.96E-05,0.000137646,0.000172048,6.21E-05,7.33E-05,0,0
ART02A100M5_0_ID106187,Rhodophyta,0,0,3.17E-05,0.000821899,9.93E-06,3.31E-05,1.71E-06,0,4.30E-06
ART01B500M6_0_ID235189,Unidentified,0,1.91E-05,0,0.000466996,0.0003257,3.50E-05,9.08E-05,0,3.86E-05
CE01100M1_0_ID100797,Unidentified,0.000256459,3.02E-05,6.33E-06,0,0,2.60E-05,8.51E-05,6.90E-06,1.84E-05
CE01100M1_0_ID43593,Annelida,7.33E-07,0.000141726,0.000207435,4.35E-05,1.89E-05,8.28E-05,1.13E-05,1.04E-05,4.48E-05
CE01100M1_0_ID11207,Unidentified,2.93E-05,4.46E-05,3.14E-05,6.88E-05,4.40E-05,0.000141116,6.28E-05,3.74E-05,2.14E-05
BAA02CBSM6_0_ID11889,Bryozoa,7.00E-05,2.80E-05,3.17E-06,4.57E-06,1.01E-05,3.68E-05,6.16E-05,1.04E-05,0.00015413
ART01B500M6_0_ID359867,Rhodophyta,7.71E-05,4.57E-05,3.96E-05,6.63E-05,9.93E-06,5.32E-05,1.50E-05,0.000136476,0.000106231
IND11100M3_0_ID98253,Annelida,0,0,0,0,0,2.00E-05,0.000172965,1.95E-05,0.000147182
CE01100M1_0_ID108790,Unidentified,0.000118738,3.01E-05,8.91E-05,0,0.000264074,5.30E-05,8.92E-06,6.90E-06,0.000200459
CE01100M3_0_ID20866,Rhodophyta,0,0.000123054,7.87E-06,9.34E-05,0,0.000109666,5.43E-06,9.57E-05,5.99E-05
IND05100M1_0_ID3248,Unidentified,0,0,7.46E-05,0,0.000836234,1.79E-05,0,1.07E-05,0
ART01A100M5_0_ID100680,Bryozoa,3.18E-05,1.77E-05,2.36E-05,8.97E-06,2.50E-05,6.09E-05,0.000144471,8.47E-05,2.71E-05
HR01100M1_0_ID101350,Unidentified,0,0,0,0,0,0,0,0,0.001041961
HR01100M3_0_ID63337,Arthropoda,0,0,0,0.000152539,0,0,0,0.000681304,1.29E-05
ART01B100M7_0_ID60188,Bryozoa,2.20E-06,5.76E-05,0.000187717,0,5.95E-05,0.000173016,8.15E-06,0,1.08E-05
CE02BSM1_0_ID103866,Unidentified,1.47E-06,0,0,0,2.00E-05,0.000156207,0,0,0.000156752
CE01100M1_0_ID102379,Unidentified,0,3.23E-05,6.68E-05,8.97E-06,0.000337193,0.000135396,0,3.20E-05,7.88E-05
CE01BSM1_0_ID104591,Rhodophyta,0.000107983,4.05E-05,7.23E-05,3.15E-05,3.97E-05,4.84E-05,0,0,7.15E-06
ART01A100M5_0_ID123590,Rhodophyta,6.43E-05,8.15E-05,7.87E-06,7.58E-05,0,0.000242801,0,1.38E-05,5.23E-06
IND07500M1_0_ID51872,Arthropoda,0,0,2.63E-06,0,0,0,0,0,0.000313419
CE03500M1_0_ID6153,Echinodermata,0,0.001460833,1.32E-05,0,1.02E-05,0,0,0,0
CE03100M1_0_ID13813,Unidentified,0,0.000358044,0,0,0,0,0,0,0
IND04BSM1_0_ID180800,Chordata,0,0,0.00019329,0.000133706,6.94E-05,0.000150246,7.99E-06,0,0
CE01BSM1_0_ID19996,Bryozoa,7.33E-07,4.47E-06,6.29E-05,0,0,0,2.14E-05,0.000264626,0.000632247
CE01BSM1_0_ID110761,Bryozoa,8.15E-05,0,0,0,0,3.53E-06,0.000565189,2.95E-05,1.76E-05
BAA02CBSM6_0_ID379607,Porifera,7.95E-05,2.98E-06,9.51E-05,1.48E-05,1.01E-05,1.77E-05,0.000249782,9.51E-05,1.85E-05
IND12500M1_0_ID17415,Unidentified,0,0,0,0,0,5.84E-05,0,0.000251821,0.000190373
CE01100M1_0_ID119439,Fungi,0.000166611,6.95E-05,7.90E-06,7.71E-05,0.000207635,0.000107387,9.93E-06,6.87E-06,2.69E-05
CE01500M1_0_ID100052,Annelida,1.21E-05,1.49E-06,0,0,3.38E-05,5.20E-05,0.000176051,0,6.03E-05
CE02100M2_0_ID120828,Unidentified,2.86E-05,1.49E-05,1.57E-05,4.49E-05,0,6.47E-06,0.000220316,1.60E-05,6.86E-05
IND11100M4_0_ID101238,Unidentified,0,0,0,0,0,2.59E-06,6.99E-05,0.000149448,0.000513673
BAO02B100M5_0_ID238109,Unidentified,7.33E-07,4.30E-06,0,0,0,0,4.98E-06,0,0.000302928
IND11500M1_0_ID257690,Nemertea,0,0,0,0,0,0,0.000182682,0,4.30E-06
HR01100M3_0_ID63600,Cnidaria,0,0,0.000438748,0,0,0,9.14E-05,8.80E-06,7.70E-06
ART02B100M5_0_ID317022,Porifera,2.94E-06,3.02E-05,1.58E-05,0,4.46E-05,0,3.97E-05,2.76E-05,0.000294546
BAA01C100M5_0_ID103862,Echinodermata,0,0,0,0,0,0,0.001338574,0,0
ART02BBSM2_0_ID125173,Porifera,1.47E-06,0,0.000580635,0,4.97E-06,0,0.00026658,1.04E-05,0
ART01A100M5_0_ID162674,Rhodophyta,4.18E-05,3.92E-05,6.10E-05,2.82E-05,8.07E-05,2.49E-05,0.000148366,8.34E-05,5.09E-05
CE01100M1_0_ID12803,Unidentified,3.08E-05,1.67E-05,7.87E-06,0,0.000272076,2.70E-05,4.98E-06,0.000227639,0.000257483
CE02100M2_0_ID89849,Annelida,0.000934411,0,0,0,0,0,0,0,9.27E-06
ART02BBSM2_0_ID149296,Porifera,7.33E-07,0,0,0,0,4.73E-06,3.40E-05,0.000766538,3.09E-06
ART01B500M6_0_ID57592,Cnidaria,8.84E-05,3.47E-05,0.000201734,7.97E-05,0,2.36E-06,7.73E-07,5.49E-05,4.90E-05
ART01A100M5_0_ID132067,Unidentified,7.14E-05,3.76E-05,7.10E-06,0,0,0.000208049,4.76E-05,0,0
CE03500M1_0_ID111688,Unidentified,0,0.001047035,2.89E-05,0,0.000279935,0,0,0,0
ART01A100M5_0_ID100622,Unidentified,5.09E-05,1.79E-05,0,0,0,0,0.000242709,0,9.43E-05
BAA01ABSM2_0_ID19667,Chordata,0.000134311,1.29E-05,3.93E-06,0,9.09E-05,4.11E-05,6.44E-06,0,0
ART01B100M7_0_ID45216,Rhodophyta,8.07E-06,2.98E-06,9.51E-05,0.000110111,0.000461159,7.91E-05,0,3.47E-06,1.31E-06
HR01BSM1_0_ID13399,Unidentified,0,0,0,0.00066744,0,0,0,0,4.72E-05
CE02100M2_0_ID110942,Unidentified,8.17E-06,0,0,0,0.00113283,0,0,0,1.54E-06
ART01A500M5_0_ID1221,Ochrophyta,2.59E-05,0,0.000192601,0,2.04E-05,0.000132729,1.71E-06,2.98E-05,6.47E-05
ART01BBSM6_0_ID236830,Rhodophyta,3.01E-05,7.28E-06,9.68E-05,8.43E-05,3.87E-05,9.70E-05,3.58E-05,0.000119592,2.19E-05
CE02500M1_0_ID53243,Unidentified,0.000374966,0,0,0,0,0,3.40E-05,0.00044388,5.89E-05
BAA01B100M5_0_ID110197,Unidentified,0.000123071,1.73E-05,0,0,0,0,6.20E-06,0.000635812,0
CE01BSM1_0_ID10101,Rhodophyta,8.50E-06,0.00015969,0,0.000184829,0.000327274,8.03E-05,7.73E-07,3.47E-06,7.48E-06
BAO01BBSM4_0_ID169488,Rhodophyta,3.50E-05,1.95E-05,8.30E-05,2.36E-05,0,0.000124407,5.43E-06,3.17E-05,5.14E-05
ART01B500M3_0_ID23149,Rhodophyta,3.59E-05,0.0001097,0.000157058,0,0.00012315,5.22E-05,5.27E-05,1.04E-05,3.82E-05
BAO02C100M5_0_ID422246,Ochrophyta,2.22E-05,1.00E-04,0,1.59E-05,4.00E-05,3.48E-05,0.000110001,7.82E-05,6.10E-05
ART01BBSM4_0_ID51029,Unidentified,4.77E-05,1.79E-05,3.17E-06,2.03E-05,5.95E-05,1.42E-05,0.000360782,3.29E-05,5.49E-05
IND07100M1_0_ID175829,Unidentified,0,0,0.000769208,0,0,1.42E-05,0,0,5.40E-05
IND12100M1_0_ID126376,Arthropoda,0,0,0,0,0,0,0,0.000796748,0
ART01A100M5_0_ID115490,Unidentified,0,0.000232729,1.96E-05,1.50E-05,0,0,8.14E-05,0,0
ART01B100M7_0_ID235708,Arthropoda,0.000416519,0,0.000456293,0,3.60E-05,0,0,0,4.30E-06
ART01A100M5_0_ID79835,Porifera,7.13E-05,0.000133794,0.00025426,0,0,0,0,0,5.06E-05
ART02B100M5_0_ID142,Unidentified,0.000124709,3.43E-05,0.000149271,0.000360017,2.00E-05,0,0,0,4.72E-05
ART01BBSM3_0_ID53040,Echinodermata,0,0,0.000682944,0,0,0,0,0,0
CE01100M1_0_ID123568,Ochrophyta,4.10E-06,2.22E-05,0,4.79E-05,0.000600961,1.54E-05,1.71E-06,0,0.000155675
CE02500M1_0_ID100225,Unidentified,0.001081324,0,8.42E-05,4.38E-05,8.97E-06,0,1.70E-05,0,0
ART01BBSM3_0_ID90709,Annelida,0.000209458,0,5.11E-05,2.66E-05,3.60E-05,3.19E-05,1.71E-06,3.80E-05,0.000178288
IND05500M1_0_ID114529,Arthropoda,0,0,0.000200588,0,0.000519084,7.80E-05,0,0,5.23E-06
IND06500M5_0_ID131381,Bryozoa,0,0,2.49E-05,0,0,0.000214527,1.55E-06,0.000112932,6.95E-05
CE01100M3_0_ID31408,Unidentified,1.19E-05,2.48E-05,9.36E-05,3.75E-05,1.30E-05,2.83E-05,2.84E-05,9.07E-05,0.000155355
CE01100M4_0_ID100468,Unidentified,9.16E-05,2.98E-06,7.90E-06,0.000168974,2.30E-05,3.26E-05,8.50E-05,6.56E-05,9.61E-05
CE03100M1_0_ID19591,Nemertea,0,7.91E-05,0,0,2.00E-05,2.36E-06,7.73E-07,0,0.000219464
CE02500M1_0_ID109642,Arthropoda,6.68E-05,0.00032224,3.17E-06,0,0,0,0,0,0
BAA01C100M5_0_ID31735,Unidentified,8.17E-06,0,0,0.000521255,0,0.000143706,0,0,0
IND06BSM3_0_ID59570,Unidentified,0,0,0.000439158,0,0,0.000110261,0,0,0
CE01100M1_0_ID104874,Unidentified,2.93E-05,1.04E-05,1.96E-05,2.99E-05,1.70E-05,5.04E-05,0.000167212,5.33E-06,7.29E-05
CE01500M1_0_ID169761,Arthropoda,0,0,5.27E-06,1.20E-05,0,0,0,0.000757005,0
HAW24BBSM1_0_ID107535,Porifera,0,0,0.000716888,0,0,0,0,0,0
CE01100M3_0_ID74166,Unidentified,0,4.30E-06,3.93E-06,0,0.000131695,1.29E-06,0,0,0.00081899
ART01B500M3_0_ID133461,Mollusca,0.000206545,1.49E-05,1.32E-05,0,2.51E-05,3.21E-05,0.000108619,3.43E-06,2.28E-05
CE01100M6_0_ID161575,Unidentified,5.38E-05,1.94E-05,0,3.59E-05,0.000288081,0,0.000112747,0.000132171,1.54E-06
CE01100M3_0_ID38632,Unidentified,0.000128572,2.69E-05,2.75E-05,0,3.20E-05,0.000112634,5.11E-05,0.00018681,4.30E-06
CE01500M1_0_ID161042,Annelida,2.86E-05,2.98E-06,0.000334264,2.99E-06,1.93E-05,0.000135,0,0,2.62E-06
CE01100M1_0_ID102391,Unidentified,0,4.47E-06,1.96E-05,8.97E-06,6.00E-05,0.00022009,6.44E-06,0,0.000107198
CE01100M1_0_ID126239,Rhodophyta,4.28E-05,6.69E-05,7.71E-05,4.72E-05,3.99E-05,4.07E-05,5.67E-05,1.38E-05,8.70E-06
CE02100M2_0_ID170051,Unidentified,1.63E-05,0,0,2.39E-05,0.000844236,0,0,0,0
ART01A100M5_0_ID194502,Unidentified,0,0,0,0,0,0,0,0,0.000953225
CE02BSM3_0_ID93415,Cnidaria,7.20E-05,3.02E-05,9.50E-06,0.000106178,0,9.44E-05,1.11E-05,0,0
IND13500M1_0_ID15437,Unidentified,0,0,0,0,0,0,0,0,0.000292437
CE01100M1_0_ID107579,Cnidaria,4.82E-05,5.79E-05,2.43E-05,0,9.93E-06,7.57E-05,0,0,0.000111698
CE02100M2_0_ID107420,Unidentified,3.27E-05,0,0,0.000118883,0.000286534,0,4.81E-06,0,0.000295951
IND11100M4_0_ID116370,Cnidaria,0,0,0,0,0,3.85E-05,0.000207397,0,0
ART02BBSM2_0_ID147423,Annelida,2.67E-05,8.97E-06,2.63E-06,1.50E-05,1.49E-05,1.18E-06,0,0.000683957,0
ART01BBSM3_0_ID27479,Mollusca,8.27E-06,0,0,0.000821899,0,7.09E-06,0,0,7.39E-06
CE01100M1_0_ID110898,Unidentified,0.000216743,3.73E-05,2.36E-05,3.54E-05,3.60E-05,8.45E-05,0,5.33E-06,0.000178536
ART01B100M7_0_ID171108,Arthropoda,6.48E-05,3.47E-05,0,9.93E-06,4.45E-05,7.19E-05,4.54E-05,2.48E-05,0.000104257
CE01100M3_0_ID103345,Bryozoa,2.86E-05,6.27E-06,2.75E-05,0,0,0.000263682,0,0,1.31E-06
IND04100M1_0_ID181230,Unidentified,0,0,0.000128872,0.00014363,7.20E-05,1.94E-05,0.000108205,2.67E-05,5.57E-05
ART01A100M5_0_ID100354,Unidentified,0,1.19E-05,0,2.99E-06,0.000848238,0,0,0,0
IND13500M3_0_ID133077,Unidentified,0,0,0,0,0,0,0,0,0.000289814
ART02BBSM7_0_ID114514,Unidentified,0,4.21E-05,0.000528837,3.93E-06,0,0,0,0,0
IND06500M5_0_ID161874,Annelida,0,0,0,0,0,0.00036343,0,6.90E-06,0
CE01BSM1_0_ID115180,Unidentified,0.000161608,0,0,0,0,0,0,0,0
CE02100M2_0_ID108404,Unidentified,9.14E-05,1.49E-05,0,1.20E-05,0,0,0,0,0.000557995
CE03100M4_0_ID139085,Mollusca,0,5.52E-05,8.25E-05,0.000166928,4.97E-06,0,0.000187947,2.94E-05,0.000100976
CE02100M2_0_ID101092,Unidentified,0.00089429,0,0,0,0,0,0,0,0
ART01BBSM6_0_ID30091,Porifera,1.47E-06,0,0.000180615,0.000416849,4.96E-05,1.42E-05,1.13E-05,8.29E-05,9.27E-06
BAA02A500M5_0_ID129247,Mollusca,0,0,0,0,0,1.29E-06,0,0.000752726,0
ART01B100M7_0_ID235023,Porifera,7.33E-07,0.000276371,0,0,4.97E-06,0,0,0.00078742,0
CE01100M1_0_ID56356,Unidentified,1.23E-05,2.83E-05,4.71E-05,9.58E-05,4.00E-06,0.000118178,4.52E-05,8.54E-05,4.72E-05
ART02B100M5_0_ID146946,Unidentified,1.83E-05,0.000101745,0.000109989,1.20E-05,4.00E-06,9.43E-06,0.000127315,6.90E-06,3.77E-05
IND13BSM1_0_ID19536,Chordata,0,0,0,0,0,0,0,0,0.000336365
CE02BSM6_0_ID422475,Rhodophyta,1.03E-05,2.95E-05,0.00016794,1.97E-05,4.97E-06,0.000139177,5.67E-06,3.45E-05,4.30E-06
ART01B100M7_0_ID10510,Mollusca,8.90E-05,4.91E-05,2.03E-05,6.57E-05,2.40E-05,2.62E-05,0.000136229,0,1.37E-05
GUA02C500M5_0_ID162346,Unidentified,0,0,3.93E-06,0.000122684,5.20E-05,0,0,0,0.000694641
IND04100M1_0_ID164095,Unidentified,0,0,0,0.00096744,9.93E-06,0,0,0,0
CE01100M1_0_ID124059,Arthropoda,0.000320778,0.000282135,1.27E-05,0,2.98E-05,4.20E-05,0,7.94E-05,1.40E-05
ART01BBSM3_0_ID117039,Unidentified,0.000257461,0.000146201,1.10E-05,5.78E-05,6.45E-05,1.91E-05,0,5.33E-06,0
ART01A100M5_0_ID143793,Ochrophyta,2.86E-05,3.41E-05,1.57E-05,2.85E-05,5.60E-05,0.000146911,3.14E-05,2.48E-05,6.69E-05
ART02A100M5_0_ID101281,Unidentified,3.30E-05,4.51E-05,1.66E-05,9.93E-06,4.97E-06,1.27E-05,0.000216041,3.47E-06,8.57E-06
ART02ABSM2_0_ID96966,Rhodophyta,0.000103576,1.83E-05,9.58E-05,1.18E-05,9.93E-06,8.27E-06,1.68E-05,2.26E-05,1.65E-05
CE01100M1_0_ID23059,Unidentified,0.000114338,2.24E-05,1.57E-05,3.89E-05,4.00E-06,1.29E-06,7.45E-05,0.00041217,4.63E-05
CE01100M1_0_ID9963,Unidentified,1.62E-05,8.63E-06,1.96E-05,1.95E-05,1.39E-05,2.44E-05,0.000142391,6.22E-05,1.31E-06
BAA02A500M5_0_ID195211,Porifera,6.02E-05,1.25E-05,9.82E-05,3.93E-06,0,0.00011142,5.67E-06,1.38E-05,0
ART01A100M5_0_ID110835,Porifera,6.10E-05,6.27E-06,0.000142591,0,0,0,1.13E-05,0.000272777,7.02E-06
ART02B100M5_0_ID237403,Unidentified,0.000116542,8.65E-05,1.18E-05,9.28E-05,0.000168047,5.83E-05,4.98E-06,5.33E-06,0
CE01100M1_0_ID125527,Unidentified,4.10E-06,7.47E-06,1.96E-05,2.99E-06,8.00E-06,6.72E-05,8.92E-05,5.09E-05,0.000293955
BAO01B100M3_0_ID14809,Cnidaria,0.000109344,6.78E-05,0,1.83E-05,0.000152922,8.72E-05,6.97E-06,0,0
IND07100M1_0_ID22127,Annelida,0,0,0.000428564,0,0,1.22E-05,9.86E-05,0.000210277,1.51E-05
IND04100M1_0_ID237986,Porifera,0,0,9.82E-05,0.000140638,0,5.46E-05,0,1.73E-05,0.000140409
ART02A500M5_0_ID74296,Arthropoda,0,0,0,0,0,0.000343516,0,0,2.57E-05
ART01A100M5_0_ID126550,Unidentified,7.83E-05,0.000113381,3.93E-06,0,4.80E-05,2.19E-05,0.000105587,0,2.14E-05
CE02100M2_0_ID201979,Unidentified,8.17E-06,1.94E-05,7.87E-06,0,0.000177015,1.04E-05,0,5.33E-06,0.000561998
CE01100M1_0_ID12440,Annelida,0,0,0.000362362,0,0,0,3.77E-05,0,8.95E-05
IND10100M1_0_ID111490,Chordata,0,0,0,0,0,0,0.00025396,0,0
CE01100M4_0_ID31636,Bryozoa,8.01E-05,2.78E-05,6.41E-05,9.34E-05,3.47E-05,4.25E-05,1.28E-05,3.43E-06,0
ART01B100M7_0_ID193174,Porifera,1.02E-05,1.49E-06,3.93E-06,1.78E-05,2.73E-05,1.15E-05,6.47E-05,7.06E-05,0.000174865
CE02500M1_0_ID100420,Annelida,0.001198738,0,0,1.18E-05,0,2.36E-06,0,0,0
CE02BSM3_0_ID153496,Porifera,0.000119737,3.60E-05,3.17E-06,3.84E-05,4.97E-06,3.23E-05,0,0,4.30E-06
IND11100M3_0_ID168622,Unidentified,0,0,0,0,0,2.36E-06,0.000238534,3.43E-06,0
ART01A100M5_0_ID75373,Rhodophyta,3.87E-05,0,0,0.000125442,0.000607109,8.83E-06,7.73E-07,0,5.68E-05
ART02CBSM6_0_ID78383,Porifera,2.20E-06,1.61E-05,0.000285182,3.15E-05,4.97E-06,4.73E-06,2.35E-05,5.02E-05,0.000132889
ART01BBSM3_0_ID42232,Unidentified,0,8.77E-06,0.000215292,2.09E-05,0,0.000186199,0,0,0
ART01B500M3_0_ID10109,Mollusca,7.29E-05,0.00012514,0,0,8.00E-05,0.000124286,0,0,0
CE03BSM1_0_ID9324,Rhodophyta,0,4.30E-06,0.000133085,8.32E-05,0.000176596,7.25E-05,2.01E-05,6.90E-06,5.71E-05
ART01A100M5_0_ID167503,Annelida,0,0,0,0,0,0,0.000162556,0,0
GUA05ABSM7_0_ID260620,Porifera,0,0,3.93E-06,3.93E-06,9.92E-05,3.53E-06,7.45E-05,6.90E-06,0.00026076
BAA01B100M5_0_ID181823,Annelida,6.07E-06,0,0,0,0,0.000190313,0.000345987,0,0
CE03BSM1_0_ID96954,Unidentified,0,4.30E-06,5.11E-05,3.89E-05,2.00E-05,9.36E-05,9.70E-05,2.67E-05,9.59E-05
CE01BSM1_0_ID101334,Rhodophyta,0,0.000565078,3.17E-06,3.93E-05,4.97E-06,4.86E-05,5.91E-06,1.07E-05,1.54E-06
ART01B100M7_0_ID17217,Arthropoda,5.61E-05,7.92E-05,1.89E-05,7.64E-05,1.39E-05,4.14E-05,6.04E-05,4.93E-05,1.76E-05
ART01A100M5_0_ID106626,Unidentified,2.51E-05,9.04E-05,0,1.20E-05,0.000116032,0.000138778,0,0,2.85E-06
CE01BSM1_0_ID107642,Unidentified,0,0,0,0.000626332,0,0,0,0,0
BAA02C500M5_0_ID10591,Arthropoda,0,0,1.57E-05,4.12E-05,2.04E-05,0.000316433,0,0,0
IND05100M1_0_ID104028,Unidentified,0,0,0,0,0.00082023,0,0,0,1.72E-05
CE02BSM4_0_ID45764,Rhodophyta,3.16E-05,1.36E-05,4.12E-05,3.12E-05,5.89E-05,0.000105191,1.39E-05,1.38E-05,2.71E-05
CE01BSM1_0_ID130090,Unidentified,1.11E-05,1.19E-05,8.25E-05,0,0,1.18E-06,0.000110717,1.07E-05,0.000271105
CE02100M2_0_ID10566,Unidentified,0.000126186,2.98E-05,8.51E-05,2.99E-06,1.20E-05,0,0,0,0.00018298
CE02100M2_0_ID187163,Annelida,0.000404903,3.43E-05,3.14E-05,0.000209425,2.00E-05,4.78E-05,0,3.47E-06,0
CE02BSM1_0_ID44080,Porifera,6.76E-05,4.30E-06,0,7.47E-05,0.000128926,5.43E-05,4.24E-05,3.11E-05,4.63E-06
CE01100M1_0_ID49317,Unidentified,2.26E-05,5.22E-05,0.000149314,0.000128669,3.90E-05,6.09E-05,1.85E-05,3.47E-06,5.39E-05
CE01100M1_0_ID10615,Unidentified,4.19E-05,0,0,7.35E-05,0,4.95E-05,0.000148973,3.64E-05,5.84E-06
CE01100M1_0_ID60188,Unidentified,0,0,3.93E-06,5.54E-05,0,0.000236717,0,3.43E-06,1.01E-05
BAO02A100M7_0_ID12245,Unidentified,0.000294013,5.97E-06,0.000109231,0.000164577,0.000117131,1.81E-05,0,3.47E-06,1.72E-05
