OTUID,Phylum,INDO12S1A,INDO12S1B,INDO12S1C,INDO12S2A,INDO12S2B,INDO12S2C,INDO13S1A,INDO13S1B,INDO13S1C
ART02C500M5_0_ID191452,Unidentified,0,0,0,0,0,2.59E-06,7.73E-07,0,4.30E-06
ART02CBSM6_0_ID113726,Unidentified,0,0,0,0,1.98E-05,0,0,0,0
BAA01A500M4_0_ID134345,Unidentified,0,0,0,0,0,5.08E-06,0,0,0
BAA01A500M4_0_ID46688,Unidentified,0,0,0,0,0,4.73E-06,0,0,0
BAA01ABSM2_0_ID20331,Cnidaria,1.47E-06,0,0,0,0,1.18E-06,0,0,4.30E-06
BAA01ABSM6_0_ID182258,Unidentified,0,0,0,0,0,2.47E-06,7.73E-07,0,1.31E-06
BAA01ABSM6_0_ID267897,Porifera,0,0,0,0,0,2.36E-06,2.48E-06,0,0
BAA01B100M5_0_ID10573,Annelida,2.94E-06,0,0,0,0,0,0,0,0
BAA01BBSM6_0_ID135528,Arthropoda,0,0,0,0,0,4.73E-06,0,0,0
BAA02BMSM5_0_ID115957,Unidentified,0,0,0,1.20E-05,0,0,0,0,0
BAA02CBSM6_0_ID187226,Porifera,7.33E-07,1.49E-06,0,0,0,0,0,3.47E-06,1.54E-06
CE02100M2_0_ID136133,Unidentified,1.63E-05,0,0,0,0,0,0,0,0
CE02100M2_0_ID185607,Unidentified,4.10E-06,0,0,2.99E-06,4.00E-06,1.29E-06,0,0,0
CE02100M2_0_ID32800,Unidentified,8.17E-06,0,0,0,0,2.47E-06,0,0,0
CE02100M2_0_ID76347,Unidentified,4.10E-06,0,1.18E-05,0,0,0,0,0,0
CE02500M1_0_ID83847,Chordata,6.07E-06,1.88E-05,0,0,0,0,0,0,0
CE02BSM1_0_ID115972,Arthropoda,1.47E-06,4.30E-06,0,0,0,1.18E-06,0,0,0
CE02BSM1_0_ID116780,Rhodophyta,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM1_0_ID132133,Bryozoa,1.47E-06,0,0,0,0,1.18E-06,7.73E-07,0,0
CE02BSM1_0_ID1376,Bryozoa,2.20E-06,0,0,0,4.97E-06,0,0,0,0
CE02BSM1_0_ID146342,Cnidaria,1.47E-06,0,0,0,4.97E-06,1.18E-06,0,0,0
CE02BSM1_0_ID97815,Bryozoa,1.47E-06,0,0,0,0,1.18E-06,5.67E-06,0,0
CE02BSM3_0_ID195719,Bryozoa,2.20E-06,0,0,0,0,0,7.73E-07,0,0
CE02BSM4_0_ID213268,Unidentified,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM4_0_ID58414,Bryozoa,2.20E-06,0,0,0,0,0,7.73E-07,0,0
CE02BSM4_0_ID65105,Porifera,2.20E-06,0,0,0,0,0,7.73E-07,0,0
CE02BSM6_0_ID122873,Bryozoa,7.33E-07,0,0,0,0,3.53E-06,0,0,0
CE02BSM6_0_ID147268,Rhodophyta,7.33E-07,0,0,0,0,2.36E-06,0,0,1.31E-06
CE02BSM6_0_ID16125,Cnidaria,7.33E-07,0,3.17E-06,0,0,2.36E-06,0,0,0
CE02BSM6_0_ID203019,Rhodophyta,1.47E-06,0,0,0,0,1.18E-06,7.73E-07,0,0
CE02BSM6_0_ID242978,Unidentified,7.33E-07,0,0,9.13E-06,0,0,0,5.33E-06,0
CE02BSM6_0_ID375702,Unidentified,7.33E-07,0,6.33E-06,0,0,1.66E-06,0,0,0
CE02BSM6_0_ID447925,Rhodophyta,7.33E-07,0,0,0,0,2.36E-06,7.73E-07,0,0
CE02BSM6_0_ID950,Porifera,7.33E-07,0,0,6.93E-06,0,1.18E-06,0,0,0
CE03100M1_0_ID1691,Unidentified,0,5.97E-06,0,0,0,0,0,0,0
CE03100M1_0_ID17216,Mollusca,0,5.97E-06,0,0,0,0,0,0,0
CE03100M3_0_ID143143,Mollusca,0,5.97E-06,0,0,0,0,0,0,0
CE03100M3_0_ID188005,Unidentified,0,1.49E-06,0,0,0,0,5.13E-06,0,0
CE03100M3_0_ID29268,Unidentified,0,1.49E-06,0,0,0,4.97E-06,0,0,0
CE03100M4_0_ID11735,Unidentified,0,1.49E-06,0,0,4.00E-06,0,2.48E-06,0,0
CE03100M4_0_ID125756,Bryozoa,0,1.49E-06,0,3.93E-06,0,1.66E-06,7.73E-07,0,0
CE03100M4_0_ID163655,Unidentified,0,1.49E-06,0,0,0,3.65E-06,0,0,0
CE03100M4_0_ID200175,Unidentified,0,1.49E-06,0,2.99E-06,0,0,7.73E-07,0,4.30E-06
CE03100M4_0_ID248989,Unidentified,0,2.98E-06,3.93E-06,0,0,0,7.73E-07,0,0
CE03500M1_0_ID36960,Unidentified,0,2.51E-05,0,0,0,0,0,0,0
CE03BSM1_0_ID102082,Unidentified,0,4.30E-06,0,0,0,2.36E-06,7.73E-07,0,0
GUA05ABSM7_0_ID203044,Porifera,0,0,3.17E-06,0,4.97E-06,0,0,6.90E-06,0
IND04100M1_0_ID18132,Unidentified,0,0,0,8.97E-06,0,0,1.71E-06,0,0
IND04BSM1_0_ID16846,Unidentified,0,0,0,3.93E-06,0,1.29E-06,7.73E-07,5.33E-06,0
IND04BSM1_0_ID23718,Unidentified,0,0,0,3.93E-06,0,4.25E-06,0,0,0
IND05100M1_0_ID136789,Unidentified,0,0,0,0,1.20E-05,1.29E-06,0,0,0
IND05500M1_0_ID118313,Arthropoda,0,0,0,0,2.04E-05,0,0,0,0
IND05500M1_0_ID76602,Arthropoda,0,0,0,0,5.10E-06,4.97E-06,0,0,0
IND05BSM1_0_ID92473,Bryozoa,0,0,0,0,4.97E-06,2.36E-06,1.71E-06,0,0
IND06100M1_0_ID152057,Cnidaria,0,0,0,0,0,5.91E-06,0,0,0
IND06100M1_0_ID167,Cnidaria,0,0,0,0,0,5.08E-06,0,0,0
IND06100M1_0_ID54374,Unidentified,0,0,0,0,0,2.59E-06,7.73E-07,0,4.30E-06
IND06100M1_0_ID55847,Unidentified,0,0,0,0,0,4.95E-06,0,0,0
IND06100M1_0_ID68858,Unidentified,0,0,0,0,0,2.47E-06,2.48E-06,0,0
IND06500M3_0_ID110827,Annelida,0,0,0,0,0,6.63E-06,0,0,0
IND06500M3_0_ID27786,Arthropoda,0,0,0,0,0,3.32E-06,0,0,2.62E-06
IND06500M3_0_ID62886,Arthropoda,0,0,2.63E-06,0,0,1.66E-06,0,0,2.62E-06
IND06500M5_0_ID122123,Annelida,0,0,2.63E-06,0,0,4.97E-06,0,0,0
IND06500M5_0_ID148868,Cnidaria,0,0,0,0,0,6.15E-06,0,0,0
IND06500M5_0_ID61872,Arthropoda,0,0,0,0,0,6.63E-06,0,0,0
IND06BSM3_0_ID71188,Rhodophyta,0,0,0,0,0,3.65E-06,0,3.47E-06,0
IND06BSM4_0_ID126535,Arthropoda,0,0,0,0,0,4.73E-06,0,0,0
IND06BSM4_0_ID129188,Bryozoa,0,0,0,0,0,2.36E-06,5.67E-06,0,1.54E-06
IND06BSM4_0_ID129950,Rhodophyta,0,0,0,0,0,4.73E-06,0,0,0
IND06BSM4_0_ID140718,Unidentified,0,0,0,0,0,4.73E-06,0,0,0
IND06BSM4_0_ID25489,Cnidaria,0,0,0,0,0,4.73E-06,0,0,0
IND06BSM4_0_ID57942,Unidentified,0,0,3.17E-06,0,0,2.84E-06,7.73E-07,0,0
IND07100M1_0_ID111259,Porifera,0,0,3.93E-06,0,0,4.02E-06,0,0,0
IND07100M1_0_ID129705,Unidentified,0,0,1.57E-05,0,0,0,0,0,0
IND07500M1_0_ID119266,Arthropoda,0,0,1.05E-05,0,0,0,0,0,0
IND07500M1_0_ID176009,Unidentified,0,0,1.05E-05,0,0,0,0,0,0
IND07500M1_0_ID214890,Arthropoda,0,0,1.05E-05,0,0,0,0,0,0
IND07BSM1_0_ID21801,Unidentified,0,0,3.17E-06,0,0,0,0,5.33E-06,8.57E-06
IND07BSM1_0_ID52568,Rhodophyta,0,0,3.17E-06,0,0,2.36E-06,0,3.47E-06,0
IND11100M3_0_ID118888,Unidentified,0,0,0,0,0,0,5.91E-06,0,0
IND11100M3_0_ID217838,Unidentified,0,0,0,0,0,1.18E-06,4.21E-06,0,0
IND11100M3_0_ID382,Unidentified,0,0,0,0,0,0,4.03E-06,0,0
IND11500M1_0_ID112468,Bryozoa,0,0,0,0,0,2.95E-06,1.55E-06,0,0
IND11500M1_0_ID205633,Unidentified,0,0,0,0,0,0,3.10E-06,0,0
IND11500M3_0_ID111240,Nemertea,0,0,0,0,0,0,3.10E-06,0,0
IND11500M3_0_ID35383,Unidentified,0,0,0,0,0,1.29E-06,2.32E-06,0,0
IND12100M1_0_ID29450,Unidentified,0,0,0,0,0,0,0,1.22E-05,1.31E-06
IND12BSM1_0_ID177910,Unidentified,0,0,0,0,0,0,0,1.38E-05,0
IND13100M1_0_ID102476,Annelida,0,0,0,0,0,0,0,0,1.72E-05
IND13100M1_0_ID106123,Unidentified,0,0,0,0,0,0,0,0,1.72E-05
IND13100M1_0_ID168856,Unidentified,0,0,0,0,0,0,0,0,1.72E-05
IND13500M1_0_ID71186,Unidentified,0,0,0,0,0,0,0,0,5.23E-06
IND13500M3_0_ID118377,Mollusca,0,0,0,0,0,0,0,0,5.23E-06
IND13500M3_0_ID137955,Arthropoda,0,0,0,0,0,0,0,0,5.23E-06
IND13500M4_0_ID129455,Arthropoda,0,0,0,0,0,0,0,0,5.23E-06
IND13500M4_0_ID151994,Unidentified,0,0,0,0,0,0,0,0,5.23E-06
IND6100M4_0_ID100062,Cnidaria,0,0,0,0,0,5.17E-06,0,0,0
IND6100M4_0_ID118113,Unidentified,0,0,0,0,0,4.95E-06,0,0,0
IND6100M4_0_ID1279,Unidentified,0,0,0,0,0,5.17E-06,0,0,0
INDO06500M4_0_ID65309,Arthropoda,0,0,0,0,0,1.66E-06,0,0,3.93E-06
ART01A100M5_0_ID157057,Annelida,0,0,0,0,0,0,0,0,8.93E-06
ART01A100M5_0_ID23714,Unidentified,0,0,0,0,1.60E-05,0,0,0,0
ART01A100M5_0_ID56210,Mollusca,0,4.47E-06,3.93E-06,0,0,0,0,0,0
ART01B100M7_0_ID140567,Platyhelminthes,0,0,0,0,1.60E-05,0,0,0,0
ART01B100M7_0_ID156916,Unidentified,0,1.49E-06,0,0,0,1.29E-06,0,0,2.62E-06
ART01B100M7_0_ID3120,Unidentified,0,0,0,0,0,0,0,0,1.72E-05
ART01B500M4_0_ID100485,Unidentified,7.33E-07,0,0,0,0,2.36E-06,0,0,1.31E-06
ART01B500M4_0_ID102288,Rhodophyta,1.47E-06,0,0,0,0,1.18E-06,7.73E-07,0,0
ART01B500M4_0_ID241367,Unidentified,0,0,0,0,0,0,0,1.38E-05,0
ART01B500M6_0_ID73541,Arthropoda,0,0,0,0,0,0,0,1.38E-05,0
ART01BBSM3_0_ID29699,Rhodophyta,0,1.49E-06,0,0,0,0,1.55E-06,0,1.31E-06
ART01BBSM3_0_ID45111,Rhodophyta,7.33E-07,0,3.17E-06,0,0,2.36E-06,0,0,0
ART01BBSM3_0_ID95428,Rhodophyta,0,0,0,0,0,0,3.10E-06,0,0
ART01BBSM4_0_ID98697,Bryozoa,0,4.30E-06,0,3.93E-06,0,2.36E-06,0,0,0
ART01BBSM6_0_ID254157,Unidentified,0,0,0,0,0,0,4.03E-06,0,0
ART02A100M5_0_ID114994,Unidentified,0,0,0,0,4.97E-06,3.53E-06,0,0,0
ART02A100M5_0_ID176314,Unidentified,0,0,1.18E-05,0,4.00E-06,0,0,0,0
ART02A100M5_0_ID210951,Bryozoa,1.47E-06,0,3.17E-06,0,0,0,0,0,4.30E-06
ART02A100M5_0_ID288879,Unidentified,4.10E-06,0,0,0,0,0,7.73E-07,0,8.57E-06
ART02ABSM2_0_ID111574,Unidentified,0,0,0,1.39E-05,0,0,0,0,0
ART02ABSM2_0_ID62940,Unidentified,0,0,0,0,0,0,0,0,6.17E-06
ART02B100M5_0_ID231259,Unidentified,4.10E-06,0,0,6.00E-06,0,0,0,5.33E-06,0
ART02B100M5_0_ID304579,Ochrophyta,7.33E-07,0,0,0,0,3.53E-06,0,0,0
ART02B500M5_0_ID114415,Porifera,0,0,0,0,0,4.73E-06,0,0,0
ART02B500M5_0_ID87337,Unidentified,0,0,0,0,0,0,0,0,5.23E-06
ART02BBSM2_0_ID141572,Porifera,1.47E-06,0,0,0,0,2.36E-06,0,0,0
ART02BBSM7_0_ID118986,Annelida,8.17E-06,4.30E-06,0,0,0,0,0,3.43E-06,0
ART02CBSM6_0_ID252914,Porifera,0,0,9.50E-06,0,0,0,0,0,1.54E-06
ART02CBSM6_0_ID80668,Cnidaria,0,0,0,0,0,6.15E-06,0,0,0
BAA01A100M7_0_ID141895,Annelida,1.47E-06,4.30E-06,0,0,0,1.18E-06,0,0,0
BAA01A500M3_0_ID103533,Unidentified,0,0,0,0,8.00E-06,0,2.48E-06,0,0
BAA01A500M6_0_ID134121,Porifera,0,0,3.17E-06,0,0,0,0,0,4.63E-06
BAA01A500M6_0_ID18726,Unidentified,7.33E-07,0,0,0,0,3.53E-06,0,0,0
BAA01A500M6_0_ID267355,Cnidaria,7.33E-07,4.30E-06,0,0,0,0,0,3.43E-06,1.54E-06
BAA01ABSM2_0_ID125989,Porifera,0,0,0,0,0,0,5.67E-06,1.04E-05,0
BAA01ABSM2_0_ID26096,Unidentified,0,0,0,6.93E-06,0,0,0,3.47E-06,4.30E-06
BAA01ABSM6_0_ID419679,Porifera,0,0,0,0,0,4.73E-06,0,0,0
BAA01C100M5_0_ID24984,Unidentified,4.83E-06,0,0,0,0,0,7.73E-07,0,4.30E-06
BAA02A500M5_0_ID232997,Ochrophyta,7.33E-07,4.30E-06,0,0,0,0,0,5.33E-06,4.30E-06
BAA02ABSM5_0_ID211046,Unidentified,0,8.63E-06,0,4.57E-06,0,0,0,3.47E-06,0
BAA02B100M5_0_ID1585,Unidentified,0,2.98E-06,0,2.99E-06,0,0,7.73E-07,0,0
BAA02B100M5_0_ID223663,Arthropoda,0,0,7.90E-06,4.57E-06,0,0,0,0,0
BAA02B100M5_0_ID246454,Echinodermata,0,0,2.63E-06,0,1.02E-05,0,0,0,1.31E-06
BAA02BBSM6_0_ID168669,Rhodophyta,7.33E-07,0,0,0,0,3.53E-06,0,0,0
BAA02C100M5_0_ID201053,Annelida,2.94E-06,0,0,0,0,0,0,0,0
BAA02C100M5_0_ID3638,Cnidaria,0,0,1.57E-05,0,0,0,0,0,0
BAA02CBSM6_0_ID104088,Arthropoda,0,0,2.63E-06,0,0,4.97E-06,0,0,0
BAA02CBSM6_0_ID365082,Unidentified,0,0,0,0,0,0,4.98E-06,0,0
BAA02CBSM6_0_ID68195,Porifera,2.94E-06,0,0,0,0,0,0,0,0
BAO01B100M4_0_ID44409,Unidentified,2.20E-06,0,0,0,0,1.18E-06,0,0,0
BAO01BBSM3_0_ID69020,Arthropoda,0,0,1.57E-05,0,0,0,0,0,0
BAO01C500M5_0_ID248664,Unidentified,0,4.30E-06,0,3.93E-06,0,0,0,5.33E-06,1.31E-06
BAO02A100M7_0_ID252105,Cnidaria,0,0,0,0,0,0,0,0,6.17E-06
BAO02A500M5_0_ID72444,Arthropoda,0,4.47E-06,0,4.57E-06,0,0,0,0,0
BAO02ABSM2_0_ID16910,Cnidaria,0,1.49E-06,0,0,0,0,3.26E-06,0,0
BAO02ABSM2_0_ID2133,Unidentified,2.94E-06,0,0,0,0,0,0,0,0
BAO02BBSM2_0_ID173345,Rhodophyta,7.33E-07,0,0,0,0,1.18E-06,0,0,2.62E-06
BAO02C100M5_0_ID70157,Unidentified,0,0,0,0,0,1.29E-06,4.21E-06,0,0
BAO02CBSM6_0_ID332451,Chordata,2.94E-06,0,0,0,0,0,0,0,0
CE02100M2_0_ID108492,Unidentified,8.17E-06,1.49E-06,0,0,4.00E-06,0,0,0,0
CE02100M2_0_ID108978,Unidentified,1.63E-05,0,0,0,0,0,0,0,0
CE02100M2_0_ID116411,Unidentified,4.10E-06,0,0,2.99E-06,0,2.95E-06,0,0,0
CE02100M2_0_ID117027,Unidentified,8.17E-06,1.49E-06,3.93E-06,0,0,0,0,0,0
CE02100M2_0_ID121832,Unidentified,1.02E-05,0,2.63E-06,4.57E-06,0,0,0,0,0
CE02100M2_0_ID122928,Unidentified,4.10E-06,2.98E-06,0,0,0,0,0,5.33E-06,0
CE02100M2_0_ID13832,Unidentified,1.63E-05,0,0,0,0,0,0,0,0
CE02100M2_0_ID156361,Unidentified,4.10E-06,2.98E-06,0,0,0,0,0,5.33E-06,0
CE02100M2_0_ID163146,Mollusca,1.23E-05,0,0,0,0,0,0,3.43E-06,0
CE02100M2_0_ID177985,Ochrophyta,4.10E-06,1.49E-06,0,0,0,0,1.55E-06,0,0
CE02100M2_0_ID204549,Mollusca,4.10E-06,0,7.90E-06,0,0,0,0,0,0
CE02100M2_0_ID23949,Annelida,8.17E-06,0,0,0,0,1.18E-06,1.71E-06,0,0
CE02100M2_0_ID51989,Unidentified,4.10E-06,0,0,8.97E-06,0,0,0,0,0
CE02100M2_0_ID58429,Rhodophyta,4.10E-06,0,2.63E-06,0,0,0,0,3.47E-06,1.54E-06
CE02500M1_0_ID117704,Unidentified,6.80E-06,0,0,2.99E-06,0,0,0,0,1.31E-06
CE02500M1_0_ID132714,Unidentified,6.07E-06,0,0,0,0,1.29E-06,1.55E-06,0,0
CE02500M1_0_ID66990,Rhodophyta,6.07E-06,0,0,3.93E-06,4.97E-06,1.18E-06,0,0,0
CE02BSM1_0_ID101306,Rhodophyta,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM1_0_ID116747,Rhodophyta,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM1_0_ID11859,Porifera,2.20E-06,0,3.17E-06,0,0,0,0,0,0
CE02BSM1_0_ID2190,Porifera,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM1_0_ID250,Cnidaria,7.33E-07,2.98E-06,0,0,0,1.29E-06,0,0,0
CE02BSM1_0_ID36518,Bryozoa,7.33E-07,1.29E-05,0,0,0,0,0,0,0
CE02BSM3_0_ID100787,Bryozoa,1.47E-06,0,0,0,0,0,2.48E-06,0,0
CE02BSM3_0_ID103766,Rhodophyta,7.33E-07,0,0,0,0,2.36E-06,0,0,1.31E-06
CE02BSM3_0_ID114314,Rhodophyta,2.20E-06,0,3.17E-06,0,0,0,0,0,0
CE02BSM3_0_ID126694,Rhodophyta,2.20E-06,0,0,0,0,1.18E-06,0,0,0
CE02BSM3_0_ID129873,Rhodophyta,2.20E-06,0,0,0,0,0,0,0,1.31E-06
CE02BSM3_0_ID135080,Cnidaria,1.47E-06,0,0,7.87E-06,0,0,0,0,0
CE02BSM3_0_ID137383,Radiozoa,2.20E-06,0,0,0,0,1.29E-06,0,0,0
CE02BSM3_0_ID138445,Unidentified,7.33E-07,0,0,8.97E-06,0,0,0,0,0
CE02BSM3_0_ID144534,Porifera,1.47E-06,0,0,3.93E-06,0,1.18E-06,0,0,0
CE02BSM3_0_ID151363,Rhodophyta,1.47E-06,0,0,0,0,2.36E-06,0,0,0
CE02BSM3_0_ID181557,Cnidaria,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM3_0_ID188007,Porifera,1.47E-06,0,0,0,0,2.36E-06,0,0,0
CE02BSM3_0_ID190214,Ochrophyta,1.47E-06,0,3.93E-06,0,0,1.66E-06,0,0,0
CE02BSM3_0_ID193114,Cnidaria,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM3_0_ID224861,Rhodophyta,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM3_0_ID232049,Rhodophyta,1.47E-06,0,0,0,0,0,5.67E-06,0,1.31E-06
CE02BSM3_0_ID26774,Bryozoa,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM3_0_ID39989,Rhodophyta,2.20E-06,4.30E-06,0,0,0,0,0,0,0
CE02BSM3_0_ID41085,Rhodophyta,1.47E-06,0,0,0,0,2.36E-06,0,0,0
CE02BSM3_0_ID42209,Unidentified,2.20E-06,0,0,0,0,1.18E-06,0,0,0
CE02BSM3_0_ID43640,Cnidaria,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM4_0_ID115084,Porifera,1.47E-06,0,0,0,0,1.18E-06,0,3.47E-06,0
CE02BSM4_0_ID150850,Unidentified,1.47E-06,0,0,0,0,1.18E-06,0,0,1.31E-06
CE02BSM4_0_ID178908,Porifera,1.47E-06,0,6.33E-06,0,0,0,0,0,0
CE02BSM4_0_ID183604,Rhodophyta,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM4_0_ID189900,Unidentified,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM4_0_ID218489,Rhodophyta,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM4_0_ID259563,Porifera,1.47E-06,0,7.10E-06,0,0,0,0,0,0
CE02BSM4_0_ID26960,Rhodophyta,1.47E-06,0,0,0,4.97E-06,1.66E-06,0,0,0
CE02BSM4_0_ID66090,Rhodophyta,1.47E-06,0,0,0,0,1.18E-06,5.67E-06,0,0
CE02BSM4_0_ID8317,Bryozoa,7.33E-07,1.49E-06,0,3.93E-06,0,1.18E-06,0,0,0
CE02BSM4_0_ID88544,Porifera,7.33E-07,0,0,0,4.97E-06,2.36E-06,0,0,0
CE02BSM6_0_ID122471,Cnidaria,1.47E-06,0,0,0,0,2.36E-06,0,0,0
CE02BSM6_0_ID143714,Unidentified,7.33E-07,0,3.17E-06,0,0,0,2.48E-06,0,0
CE02BSM6_0_ID145302,Unidentified,2.94E-06,0,0,0,0,0,0,0,0
CE02BSM6_0_ID185012,Cnidaria,1.47E-06,4.30E-06,3.17E-06,0,0,0,0,0,0
CE02BSM6_0_ID233360,Rhodophyta,7.33E-07,0,3.17E-06,0,4.97E-06,1.18E-06,0,0,0
CE02BSM6_0_ID32238,Unidentified,7.33E-07,4.30E-06,3.17E-06,0,0,1.18E-06,0,0,0
CE02BSM6_0_ID334147,Mollusca,2.20E-06,1.49E-06,0,0,0,0,0,0,0
CE02BSM6_0_ID429648,Unidentified,7.33E-07,8.63E-06,0,0,0,0,0,0,4.30E-06
CE02BSM6_0_ID430968,Rhodophyta,7.33E-07,0,3.17E-06,0,0,2.36E-06,0,0,0
CE02BSM6_0_ID452803,Unidentified,7.33E-07,0,0,0,0,3.53E-06,0,0,0
CE02BSM6_0_ID88550,Bryozoa,7.33E-07,6.27E-06,0,0,0,2.84E-06,0,0,0
CE02BSM6_0_ID97863,Porifera,7.33E-07,0,0,0,0,3.53E-06,0,0,0
CE03100M1_0_ID14674,Arthropoda,0,1.49E-06,1.18E-05,0,0,0,0,0,0
CE03100M1_0_ID20186,Cnidaria,0,1.49E-06,0,0,0,0,1.71E-06,0,2.85E-06
CE03100M1_0_ID42443,Porifera,0,2.98E-06,0,0,0,2.36E-06,0,0,0
CE03100M1_0_ID43698,Unidentified,0,5.97E-06,0,0,0,0,0,0,0
CE03100M1_0_ID59533,Mollusca,0,5.97E-06,0,0,0,0,0,0,0
CE03100M3_0_ID100416,Unidentified,0,5.97E-06,0,0,0,0,0,0,0
CE03100M3_0_ID102416,Fungi,0,5.97E-06,0,0,0,0,0,0,0
CE03100M3_0_ID129905,Fungi,0,5.97E-06,0,0,0,0,0,0,0
CE03100M3_0_ID132809,Rhodophyta,0,1.49E-06,0,0,0,0,0,0,4.40E-06
CE03100M3_0_ID154873,Unidentified,0,1.49E-06,0,0,0,1.29E-06,1.55E-06,0,0
CE03100M3_0_ID155201,Unidentified,0,1.49E-06,0,0,0,0,0,0,4.17E-06
CE03100M3_0_ID161761,Unidentified,0,5.97E-06,0,0,0,0,0,0,0
CE03100M3_0_ID167626,Unidentified,0,1.49E-06,0,3.93E-06,0,2.59E-06,0,0,0
CE03100M3_0_ID168272,Unidentified,0,5.97E-06,0,0,0,0,0,0,0
CE03100M3_0_ID176240,Cnidaria,0,1.49E-06,0,3.93E-06,0,2.47E-06,0,0,0
CE03100M3_0_ID198065,Unidentified,0,2.98E-06,0,0,0,2.59E-06,0,0,0
CE03100M3_0_ID199143,Annelida,0,5.97E-06,0,0,0,0,0,0,0
CE03100M3_0_ID205587,Cnidaria,0,4.47E-06,0,0,0,1.29E-06,0,0,0
CE03100M3_0_ID35093,Oomycota,0,2.98E-06,0,0,0,2.59E-06,0,0,0
CE03100M3_0_ID39010,Oomycota,0,1.49E-06,7.87E-06,0,0,1.29E-06,0,0,0
CE03100M3_0_ID44780,Unidentified,0,1.49E-06,0,0,4.00E-06,0,0,0,8.57E-06
CE03100M3_0_ID65183,Ochrophyta,0,1.49E-06,0,0,0,1.29E-06,1.71E-06,0,4.30E-06
CE03100M3_0_ID70057,Annelida,0,1.49E-06,0,0,0,4.97E-06,0,0,0
CE03100M3_0_ID83379,Arthropoda,0,2.98E-06,2.63E-06,0,0,0,0,0,1.31E-06
CE03100M3_0_ID96349,Annelida,0,1.49E-06,0,0,4.00E-06,1.29E-06,1.71E-06,0,0
CE03100M4_0_ID124874,Unidentified,0,2.98E-06,0,0,0,1.66E-06,7.73E-07,0,0
CE03100M4_0_ID182178,Unidentified,0,1.49E-06,0,6.93E-06,0,1.66E-06,0,0,0
CE03100M4_0_ID9450,Unidentified,0,1.49E-06,0,3.93E-06,0,0,7.73E-07,5.33E-06,0
CE03500M1_0_ID101323,Arthropoda,0,2.51E-05,0,0,0,0,0,0,0
CE03500M1_0_ID149635,Bryozoa,0,6.27E-06,0,0,0,4.50E-06,0,0,0
CE03500M1_0_ID77586,Unidentified,0,6.27E-06,0,0,0,1.29E-06,0,0,2.62E-06
CE03500M1_0_ID78485,Echinodermata,0,6.27E-06,0,0,0,0,1.55E-06,0,1.31E-06
CE03BSM1_0_ID166833,Unidentified,0,1.73E-05,0,0,0,0,0,0,0
CE03BSM1_0_ID197628,Bryozoa,0,8.63E-06,0,7.87E-06,0,0,0,0,0
CE03BSM1_0_ID20302,Unidentified,0,4.30E-06,0,0,0,3.53E-06,0,0,0
CE03BSM1_0_ID63921,Bryozoa,0,4.30E-06,0,3.93E-06,4.97E-06,1.18E-06,0,0,0
CE03BSM1_0_ID8571,Bryozoa,0,1.29E-05,0,0,4.97E-06,0,0,0,0
FFS34A100M2_0_ID123154,Unidentified,0,0,0,0,0,0,4.98E-06,0,0
FFS34ABSM1_0_ID92428,Cnidaria,0,0,0,1.57E-05,0,0,0,0,0
GUA02C500M5_0_ID207148,Unidentified,0,0,0,8.97E-06,4.00E-06,0,0,0,0
GUA02C500M5_0_ID231337,Unidentified,0,0,0,6.00E-06,8.00E-06,0,0,0,0
GUA02CBSM1_0_ID110603,Porifera,0,0,6.33E-06,0,0,0,0,0,3.09E-06
GUA02CBSM1_0_ID140298,Rhodophyta,0,0,0,0,0,0,2.32E-06,0,1.31E-06
GUA05ABSM7_0_ID100400,Rhodophyta,0,0,3.93E-06,0,0,0,2.32E-06,0,0
GUA05ABSM7_0_ID313986,Porifera,0,0,3.17E-06,0,0,0,3.43E-06,0,1.31E-06
GUA08ABSM1_0_ID162138,Rhodophyta,0,0,0,0,4.97E-06,0,5.13E-06,0,0
GUA08B100M2_0_ID112470,Porifera,0,0,1.27E-05,0,0,0,0,0,0
HAW24A500M1_0_ID104170,Arthropoda,0,0,1.05E-05,0,0,0,0,0,0
HAW24ABSM1_0_ID161511,Porifera,0,0,3.93E-06,0,0,0,2.32E-06,0,0
HAW24ABSM1_0_ID220985,Unidentified,0,0,0,0,0,0,2.27E-05,0,0
HAW24C100M7_0_ID27870,Annelida,0,0,0,0,0,0,3.10E-06,0,0
HAW24C100M7_0_ID356288,Ochrophyta,0,0,3.93E-06,0,0,1.18E-06,7.73E-07,0,4.30E-06
HAW24CBSM1_0_ID54734,Porifera,0,0,0,0,4.97E-06,2.36E-06,0,3.47E-06,0
IND04100M1_0_ID116076,Unidentified,0,0,0,1.20E-05,0,0,0,0,0
