OTUID,Phylum,INDO18S12S1A,INDO18S12S1B,INDO18S12S1C,INDO18S12S2A,INDO18S12S2B,INDO18S12S2C,INDO18S13S1A,INDO18S13S1B,INDO18S13S1C
OTU_713083,Xenacoelomorpha,7.20E-06,0,0,2.65E-06,2.61E-05,2.59E-06,8.23E-06,0,1.01E-05
OTU_7272,Miozoa,7.07E-06,0,3.25E-05,6.33E-06,2.27E-06,0,0,4.20E-06,0
OTU_745049,Arthropoda,1.15E-05,2.63E-06,1.16E-05,5.30E-06,8.70E-06,2.59E-06,0,5.43E-06,5.07E-06
OTU_7471,Arthropoda,0,0,0,3.18E-05,0,0,2.47E-05,0,0
OTU_755212,Arthropoda,4.30E-06,0,0,5.30E-06,5.80E-06,2.08E-05,1.10E-05,5.43E-06,0
OTU_759436,Chordata,1.77E-06,2.73E-05,5.90E-06,0,1.14E-06,1.05E-06,0,2.71E-06,1.74E-05
OTU_7625,Rhodophyta,7.83E-06,7.23E-06,0,2.36E-06,2.12E-05,1.05E-06,0,1.11E-05,4.97E-06
OTU_7701,Porifera,0,8.00E-06,0,1.90E-05,0,8.40E-06,0,0,0
OTU_777246,Porifera,0,1.20E-05,3.87E-06,0,0,6.30E-06,0,2.53E-05,4.97E-06
OTU_777315,Chordata,1.77E-06,1.28E-05,2.95E-06,2.11E-06,2.27E-06,7.33E-06,7.93E-06,4.20E-06,4.97E-06
OTU_777648,Chordata,0,3.60E-05,0,0,0,0,0,1.26E-05,0
OTU_7787,Mollusca,0,5.01E-05,7.73E-06,0,0,0,0,0,0
OTU_780183,Annelida,7.83E-06,2.63E-06,0,0,2.90E-06,7.77E-06,2.74E-06,2.17E-05,1.01E-05
OTU_7866,Nematoda,1.44E-05,0,0,0,0,0,2.73E-05,5.43E-06,0
OTU_795763,Porifera,1.71E-05,6.23E-06,0,0,0,2.30E-05,0,3.93E-06,7.47E-06
OTU_806378,Chordata,0,3.20E-05,0,0,0,0,0,0,1.02E-05
OTU_806430,Miozoa,4.30E-06,0,2.95E-06,0,0,0,2.05E-05,2.14E-05,6.59E-06
OTU_806482,Chordata,0,8.00E-06,0,0,0,0,0,8.43E-06,3.07E-05
OTU_807206,Mollusca,2.87E-06,2.14E-05,3.87E-06,0,0,1.87E-05,2.74E-06,5.43E-06,4.97E-06
OTU_809,Annelida,1.44E-05,0,0,0,0,2.33E-05,0,0,7.55E-06
OTU_824627,Xenacoelomorpha,1.58E-05,5.27E-06,0,1.06E-05,5.80E-06,0,2.74E-06,0,5.07E-06
OTU_840660,Chordata,0,0,0,0,0,3.15E-06,3.97E-06,0,3.47E-05
OTU_843858,Cnidaria,3.12E-06,0,2.00E-05,0,1.46E-05,1.04E-05,0,0,0
OTU_8621,Ochrophyta,0,1.15E-05,0,2.65E-06,0,5.20E-06,1.98E-05,5.43E-06,1.41E-05
OTU_86463,Arthropoda,1.29E-05,2.63E-06,7.73E-06,1.06E-05,4.03E-06,2.59E-06,2.74E-06,2.71E-06,0
OTU_865529,Arthropoda,5.73E-06,0,0,0,0,2.59E-06,1.10E-05,2.56E-05,1.52E-05
OTU_8683,Ochrophyta,6.41E-06,0,8.87E-06,0,1.14E-06,1.05E-06,1.46E-05,6.91E-06,1.23E-05
OTU_868572,Arthropoda,4.30E-06,0,7.73E-06,3.18E-05,5.80E-06,0,0,5.43E-06,0
OTU_87651,Rhodophyta,3.53E-06,1.40E-05,0,1.11E-05,1.14E-06,2.10E-06,9.43E-06,2.71E-06,0
OTU_884413,Platyhelminthes,8.63E-06,0,0,0,1.16E-05,1.56E-05,1.16E-05,0,5.07E-06
OTU_8865,Miozoa,0,2.63E-06,0,2.65E-06,0,0,3.70E-05,1.39E-05,1.01E-05
OTU_889859,Chordata,4.99E-05,1.81E-05,0,0,0,0,0,0,0
OTU_895419,Echinodermata,5.20E-05,0,0,0,0,0,0,0,0
OTU_896566,Bryozoa,3.85E-05,0,0,0,0,0,0,0,0
OTU_897569,Porifera,2.48E-05,0,0,2.65E-06,0,4.69E-06,0,1.06E-05,0
OTU_89877,Annelida,0,1.45E-05,3.87E-06,1.45E-05,2.09E-05,5.77E-06,2.74E-06,0,2.49E-06
OTU_8990,Cnidaria,1.77E-06,0,0,0,0,0,0,0,0.000101079
OTU_901262,Bryozoa,1.95E-05,2.00E-06,0,2.11E-06,1.14E-06,1.05E-06,7.93E-06,1.66E-05,0
OTU_923015,Arthropoda,4.30E-06,1.78E-05,0,1.83E-05,8.70E-06,5.20E-06,0,0,0
OTU_944648,Annelida,1.44E-06,0,0,4.27E-05,0,0,0,0,0
OTU_952210,Rhodophyta,1.20E-05,6.23E-06,3.87E-06,1.18E-05,3.40E-06,2.59E-06,0,1.06E-05,0
OTU_952860,Annelida,0,0,0,4.72E-05,0,0,3.40E-06,0,0
OTU_959068,Chordata,0,0,0,4.45E-05,0,0,0,0,0
OTU_963118,Porifera,3.12E-06,7.23E-06,8.39E-06,1.47E-05,4.53E-06,3.15E-06,0,0,0
OTU_969762,Cnidaria,0,2.63E-06,0,0,3.19E-05,0,2.38E-05,5.43E-06,0
OTU_976559,Arthropoda,1.44E-06,2.63E-06,1.55E-05,1.06E-05,5.80E-06,7.77E-06,1.10E-05,0,1.01E-05
OTU_995716,Chordata,0,4.19E-05,0,0,0,0,0,0,0
OTU_999140,Chordata,0,0,0,0,2.27E-05,1.05E-06,0,0,0
OTU_1000343,Chordata,0,0,0,0,2.27E-05,0,0,0,0
OTU_1013818,Arthropoda,2.87E-06,0,0,0,0,4.41E-05,0,2.71E-06,0
OTU_10214,Unknown,3.53E-06,2.63E-06,0,0,0,0,0,2.53E-05,5.56E-05
OTU_1035331,Annelida,0,0,0,0,0,2.10E-05,0,0,0
OTU_1037653,Chordata,0,0,0,0,0,2.10E-05,0,0,0
OTU_1041442,Chordata,0,0,0,4.20E-06,0,1.89E-05,0,0,0
OTU_105280,Arthropoda,0,0,1.27E-05,0,0,0,2.74E-06,3.26E-05,0
OTU_11012,Ochrophyta,4.55E-06,8.63E-06,1.81E-06,2.11E-06,2.90E-06,3.64E-06,8.23E-06,1.75E-05,0
OTU_1172313,Annelida,1.44E-06,1.05E-05,0,2.39E-05,5.80E-06,7.77E-06,2.74E-06,0,0
OTU_119221,Mollusca,0,2.63E-06,0,0,0,5.77E-06,6.80E-06,0,4.49E-05
OTU_12017,Miozoa,2.87E-06,5.27E-06,7.73E-06,0,0,3.32E-05,0,0,0
OTU_12454,Arthropoda,4.64E-06,0,0,2.65E-06,0,1.30E-05,2.32E-05,8.13E-06,0
OTU_12655,Cercozoa,1.44E-06,2.63E-06,1.46E-05,1.59E-05,5.80E-06,1.04E-05,0,5.43E-06,0
OTU_12815,Ciliophora,0,2.00E-06,0,2.82E-05,0,0,0,2.50E-05,0
OTU_13900,Miozoa,0,4.00E-06,1.07E-05,1.59E-05,2.90E-06,0,3.97E-06,1.09E-05,1.52E-05
OTU_1394780,Ochrophyta,0,2.63E-06,7.73E-06,0,2.90E-06,8.36E-06,2.26E-05,1.09E-05,4.10E-06
OTU_14233,Ochrophyta,7.50E-06,6.23E-06,3.87E-06,1.61E-05,8.07E-06,2.59E-06,0,0,0
OTU_14498,Ciliophora,4.64E-06,7.26E-06,9.55E-06,2.36E-06,2.90E-06,0,1.71E-05,8.13E-06,0
OTU_14514,Miozoa,3.53E-06,4.63E-06,5.90E-06,1.90E-05,2.27E-06,1.05E-06,0,6.65E-06,0
OTU_14515,Arthropoda,1.44E-06,0,1.16E-05,1.86E-05,0,2.10E-06,0,1.90E-05,0
OTU_15430,Arthropoda,2.87E-06,1.05E-05,1.55E-05,0,0,1.30E-05,2.74E-06,1.09E-05,0
OTU_15536,Gastrotricha,3.12E-06,0,0,1.86E-05,8.70E-06,2.59E-06,0,0,3.79E-05
OTU_16315,Nematoda,3.12E-06,1.55E-05,3.87E-06,0,1.14E-06,8.35E-06,9.43E-06,8.13E-06,2.49E-06
OTU_17297,Mollusca,2.87E-06,2.90E-05,3.87E-06,2.65E-06,0,0,1.37E-05,0,0
OTU_17300,Ochrophyta,3.21E-06,3.60E-06,0,4.20E-06,5.80E-06,3.64E-06,0,2.95E-05,8.17E-06
OTU_17303,Arthropoda,0,0,4.25E-05,0,0,0,0,2.44E-05,0
OTU_18424,Ochrophyta,0,9.90E-06,0,0,0,9.86E-06,1.28E-05,2.38E-05,2.04E-06
OTU_18483,Rhodophyta,7.42E-06,2.63E-06,3.87E-06,1.72E-05,2.90E-06,5.20E-06,0,2.71E-06,1.00E-05
OTU_189276,Rhodophyta,1.03E-05,3.60E-06,0,8.69E-06,2.90E-06,1.04E-05,2.74E-06,0,0
OTU_190907,Arthropoda,1.77E-06,2.63E-06,0,2.65E-06,2.90E-06,2.59E-06,1.92E-05,1.63E-05,7.55E-06
OTU_1944560,Arthropoda,0,5.27E-06,0,1.03E-05,2.90E-06,1.14E-05,2.74E-06,0,1.74E-05
OTU_196657,Arthropoda,0,0,0,7.97E-06,2.90E-06,1.04E-05,0,1.90E-05,2.53E-05
OTU_197285,Arthropoda,0,0,0,0,0,0,0,5.43E-05,0
OTU_19729,Rhodophyta,3.57E-05,1.81E-05,0,0,0,0,1.07E-05,0,0
OTU_198717,Porifera,0,2.00E-06,0,0,0,2.10E-06,0,7.16E-05,0
OTU_201115,Porifera,3.53E-06,1.40E-05,0,0,0,1.05E-06,1.62E-05,1.11E-05,4.97E-06
OTU_2030406,Nematoda,1.77E-06,0,0,0,0,8.82E-06,2.74E-06,4.20E-06,6.57E-05
OTU_20559,Ochrophyta,1.72E-05,0,0,0,2.90E-06,1.30E-05,0,0,1.01E-05
OTU_20627,Arthropoda,8.63E-06,1.84E-05,0,0,1.16E-05,5.20E-06,0,2.71E-06,0
OTU_20635,Ctenophora,1.87E-05,0,3.87E-06,1.47E-05,0,0,0,0,0
OTU_20636,Cercozoa,2.01E-05,0,0,0,0,1.56E-05,0,0,0
OTU_207184,Miozoa,1.15E-05,0,1.93E-05,0,0,1.82E-05,0,0,0
OTU_2101,Arthropoda,1.07E-05,0,1.55E-05,0,0,2.10E-06,0,1.78E-05,2.04E-06
OTU_211873,Chordata,3.81E-05,1.08E-05,1.81E-06,0,0,0,0,0,0
OTU_21310,Pseudofungi,5.73E-06,6.23E-06,0,2.65E-06,2.90E-06,3.43E-05,0,0,0
OTU_21316,Arthropoda,0,0,4.25E-05,0,0,2.59E-06,1.37E-05,6.91E-06,5.07E-06
OTU_215137,Arthropoda,1.44E-06,7.90E-06,0,4.25E-05,0,0,0,0,0
OTU_22315,Nemertea,0,0,0,0,0,0,0,5.43E-05,0
OTU_224134,Chordata,0,3.20E-05,0,0,0,0,0,0,8.17E-06
OTU_22418,Unknown,2.87E-06,0,3.34E-05,6.33E-06,2.27E-06,3.64E-06,0,0,0
OTU_225012,Mollusca,4.30E-06,1.05E-05,0,0,8.70E-06,7.77E-06,0,1.48E-05,4.97E-06
OTU_226274,Retaria,0,0,0,0,0,4.73E-05,0,0,0
OTU_230473,Chordata,0,0,5.91E-05,0,0,0,0,0,0
OTU_230488,Chordata,0,0,1.77E-05,1.26E-05,2.27E-06,6.30E-06,0,0,0
OTU_230536,Chordata,0,0,5.91E-05,0,0,0,0,0,0
OTU_23235,Arthropoda,0,0,0,0,0,7.77E-06,4.66E-05,0,0
OTU_23409,Porifera,0,0,0,0,0,0,0,0,4.13E-05
OTU_23411,Mollusca,3.51E-05,0,0,0,0,0,0,0,0
OTU_23466,Mollusca,1.77E-06,0,0,3.79E-05,0,2.59E-06,0,0,0
OTU_23486,Arthropoda,2.94E-05,0,0,0,0,0,0,0,0
OTU_24451,Arthropoda,0,1.19E-05,3.87E-06,0,2.61E-05,1.04E-05,0,0,2.04E-06
OTU_24478,Ochrophyta,1.01E-05,1.32E-05,0,0,2.90E-06,0,2.74E-06,0,2.01E-05
OTU_24481,Arthropoda,0,4.63E-06,0,1.22E-05,0,6.30E-06,9.43E-06,6.91E-06,7.55E-06
OTU_24610,Platyhelminthes,0,0,0,0,0,0,0,0,0.000101079
OTU_24633,Annelida,0,0,0,0,0,0,0,0,4.98E-05
OTU_24639,Nematoda,2.26E-05,0,0,8.43E-06,0,2.10E-06,0,0,4.53E-06
OTU_24741,Cnidaria,1.44E-05,1.05E-05,0,1.33E-05,0,1.05E-06,0,0,0
OTU_253687,Annelida,1.32E-05,7.90E-06,7.73E-06,1.06E-05,0,0,0,8.43E-06,5.07E-06
OTU_25783,Annelida,1.44E-06,1.58E-05,1.93E-05,0,0,2.59E-06,5.47E-06,2.71E-06,1.77E-05
OTU_25867,Arthropoda,0,0,0,0,0,1.56E-05,3.73E-05,5.43E-06,0
OTU_25973,Bryozoa,3.33E-05,0,0,0,0,0,0,4.20E-06,0
OTU_26165,Platyhelminthes,0,4.48E-05,3.87E-06,0,0,5.20E-06,0,0,0
OTU_27279,Miozoa,0,0,5.89E-05,0,0,0,0,0,0
OTU_27501,Rhodophyta,3.14E-05,0,0,0,0,0,0,0,9.97E-06
OTU_27517,Chordata,0,0,0,0,0,0,0,0,4.09E-05
OTU_27700,Ochrophyta,7.20E-06,7.90E-06,3.87E-06,7.66E-06,1.16E-05,1.04E-05,0,0,0
OTU_29237,Rhodophyta,1.15E-05,0,1.73E-05,2.65E-06,0,5.20E-06,0,1.45E-05,0
OTU_29550,Arthropoda,0,7.23E-05,0,0,0,0,0,0,0
OTU_29613,Miozoa,6.74E-06,0,1.48E-05,4.20E-06,9.10E-06,5.23E-06,2.74E-06,0,0
OTU_31112,Nematoda,2.87E-06,3.60E-06,3.87E-06,2.65E-06,0,1.14E-05,5.47E-06,1.48E-05,7.47E-06
OTU_31196,Bryozoa,1.77E-06,1.00E-05,8.87E-06,2.11E-06,4.53E-06,4.20E-06,3.97E-06,3.93E-06,0
OTU_31237,Porifera,3.12E-06,0,0,0,0,0,3.97E-06,5.25E-05,0
OTU_31420,NA,0,5.60E-06,0,0,5.21E-05,0,0,0,0
OTU_31459,Nematoda,3.53E-06,1.80E-05,0,6.33E-06,2.27E-06,4.20E-06,0,0,0
OTU_32841,Annelida,1.01E-05,7.90E-06,0,7.97E-06,1.45E-05,2.59E-06,0,2.71E-06,0
OTU_3352,Arthropoda,0,0,0,0,4.64E-05,2.30E-05,0,0,0
OTU_33675,Chordata,0,0,0,0,0,0,0,8.43E-05,0
OTU_33920,Miozoa,6.74E-06,3.55E-05,1.81E-06,2.65E-06,0,0,0,0,7.55E-06
OTU_33936,Chordata,2.00E-05,0,0,1.06E-05,1.16E-05,5.20E-06,3.40E-06,0,0
OTU_3555,Arthropoda,1.44E-05,7.90E-06,0,0,8.70E-06,0,2.74E-06,0,1.52E-05
OTU_36736,Chordata,0,0,3.84E-05,0,0,0,0,0,1.43E-05
OTU_36792,Porifera,0,0,0,3.07E-05,1.46E-05,5.77E-06,0,0,2.49E-06
OTU_370744,Arthropoda,2.87E-06,7.90E-06,1.16E-05,2.65E-06,2.90E-06,1.04E-05,1.50E-05,2.71E-06,0
OTU_37254,Porifera,0,2.00E-06,0,0,0,3.38E-05,0,0,0
OTU_39701,Annelida,0,2.63E-06,7.73E-06,1.06E-05,2.90E-06,2.08E-05,0,6.91E-06,1.01E-05
OTU_40642,Porifera,3.53E-06,8.00E-06,5.68E-06,2.36E-06,9.83E-06,4.20E-06,0,0,0
OTU_417648,Rhodophyta,7.07E-06,2.00E-06,0,6.33E-06,9.10E-06,3.15E-06,0,4.20E-06,0
OTU_431257,Nemertea,4.30E-06,1.58E-05,3.87E-06,0,8.70E-06,1.46E-05,0,3.93E-06,2.49E-06
OTU_431281,Mollusca,0,7.90E-06,0,1.59E-05,0,2.85E-05,0,0,0
OTU_43225,Arthropoda,5.73E-06,7.90E-06,1.93E-05,5.30E-06,0,2.59E-06,5.47E-06,5.43E-06,5.07E-06
OTU_44274,Arthropoda,1.44E-06,0,0,2.65E-06,2.90E-06,1.61E-05,2.47E-05,8.13E-06,0
OTU_44415,Rhodophyta,7.07E-06,4.00E-06,8.87E-06,0,5.30E-06,2.59E-06,1.02E-05,1.69E-05,0
OTU_44672,Porifera,0,0,0,0,0,0,0,6.74E-05,9.97E-06
OTU_471636,Porifera,5.30E-06,6.00E-06,3.87E-06,0,0,4.20E-06,1.98E-05,1.51E-05,0
OTU_506085,Echinodermata,0,4.34E-05,0,0,9.10E-06,0,0,1.57E-05,2.49E-06
OTU_50732,Nematoda,2.04E-05,0,5.68E-06,5.30E-06,0,0,8.23E-06,0,0
OTU_530727,Cnidaria,6.07E-06,8.23E-06,0,1.16E-05,3.03E-06,9.97E-06,0,0,4.97E-06
OTU_54798,Nematoda,3.21E-06,0,7.50E-06,0,0,1.05E-06,0,4.63E-05,1.52E-05
OTU_57018,Rhodophyta,1.42E-05,0,0,8.69E-06,2.90E-06,5.20E-06,0,0,1.24E-05
OTU_57623,Arthropoda,2.87E-06,5.27E-06,0,0,5.80E-06,1.56E-05,1.92E-05,2.71E-06,0
OTU_581422,Chordata,7.07E-06,0,0,0,0,7.33E-06,0,2.71E-06,1.63E-05
OTU_5833,Nematoda,1.77E-06,0,0,0,2.52E-05,0,0,8.43E-06,2.04E-06
OTU_5886,Miozoa,4.30E-06,5.60E-06,2.95E-06,1.05E-05,2.90E-06,6.79E-06,0,1.26E-05,0
OTU_58943,Rhodophyta,0,5.60E-06,3.63E-06,4.20E-06,6.80E-06,3.15E-06,6.80E-06,4.20E-06,4.97E-06
OTU_5982,Arthropoda,0,5.01E-05,0,0,2.90E-06,0,0,0,0
OTU_66572,Echinodermata,0,5.42E-05,0,0,1.21E-05,5.77E-06,0,0,0
OTU_6738,Amoebozoa,1.44E-06,7.90E-06,3.87E-06,1.08E-05,1.10E-05,3.64E-06,2.74E-06,5.43E-06,0
OTU_68400,Platyhelminthes,1.72E-05,5.27E-06,3.87E-06,0,2.90E-06,1.04E-05,0,0,0
OTU_6895,Annelida,0,0,0,0,0,0,0,0,0.000101079
OTU_69733,Unknown,0,3.60E-06,0,0,0,5.23E-06,3.97E-06,5.48E-05,0
OTU_711479,Cnidaria,1.44E-06,8.00E-06,0,0,0,1.98E-05,0,6.65E-06,0
OTU_719027,Entoprocta,0,0,0,0,0,0,5.73E-05,0,0
OTU_722826,Arthropoda,5.73E-06,0,0,0,0,5.20E-06,3.56E-05,2.71E-06,0
OTU_723984,Platyhelminthes,4.30E-06,0,3.87E-06,2.65E-06,0,0,2.32E-05,1.90E-05,0
OTU_724867,Retaria,0,0,0,0,0,2.59E-06,1.10E-05,3.20E-05,1.50E-05
OTU_734163,Annelida,1.44E-06,1.58E-05,0,0,5.93E-06,0,3.40E-05,0,2.49E-06
OTU_7382,Miozoa,1.14E-05,4.00E-06,0,2.65E-06,1.14E-06,0,2.30E-05,0,7.55E-06
OTU_740232,Porifera,0,2.63E-06,0,0,5.67E-06,0,5.55E-05,0,0
OTU_740936,Porifera,3.53E-06,3.60E-06,3.87E-06,0,0,2.10E-06,1.58E-05,3.79E-05,2.04E-06
OTU_775532,Chordata,0,1.80E-05,0,0,0,0,0,1.69E-05,1.43E-05
OTU_778,Rhodophyta,1.77E-06,8.63E-06,0,2.11E-06,5.17E-06,5.20E-06,6.71E-06,1.51E-05,4.97E-06
OTU_7783,Bryozoa,1.82E-05,0,7.73E-06,0,0,2.10E-06,1.19E-05,6.91E-06,0
OTU_79162,Arthropoda,0,8.87E-06,2.32E-05,0,2.90E-06,2.59E-05,0,0,0
OTU_796161,Nemertea,0,2.63E-05,3.87E-06,0,5.80E-06,0,0,0,1.74E-05
OTU_806422,Chordata,0,0,0,0,0,1.15E-05,0,0,1.84E-05
OTU_806752,Chordata,0,0,0,0,0,3.15E-06,3.97E-06,0,3.27E-05
OTU_806969,Chordata,0,2.80E-05,0,0,0,0,0,4.20E-06,1.02E-05
OTU_818425,Chordata,0,6.87E-05,0,0,0,1.05E-06,0,0,0
OTU_836662,Mollusca,0,5.01E-05,2.95E-06,0,0,0,0,0,0
OTU_848027,Chordata,3.01E-05,2.00E-06,0,0,0,2.10E-06,0,0,0
OTU_850572,Chordata,0,0,3.87E-06,2.32E-05,0,7.33E-06,3.97E-06,0,0
OTU_851855,Rhodophyta,3.36E-05,0,0,0,0,0,3.97E-06,0,0
OTU_852155,Rhodophyta,7.07E-06,0,2.95E-06,4.20E-06,5.67E-06,8.40E-06,0,0,0
OTU_852550,Chordata,0,0,3.87E-06,2.32E-05,0,8.40E-06,0,0,0
OTU_857113,Chordata,0,3.20E-05,0,0,0,0,0,0,8.17E-06
OTU_857940,Chordata,0,0,0,0,0,6.30E-06,0,0,2.86E-05
OTU_858882,Rhodophyta,3.54E-05,0,0,0,0,0,0,0,0
OTU_859349,Bryozoa,2.66E-05,4.00E-06,0,0,0,2.10E-06,3.97E-06,0,0
OTU_86046,Porifera,0,0,0,0,0,1.15E-05,3.00E-05,0,0
OTU_862145,Mollusca,2.87E-05,0,0,0,0,0,0,0,0
OTU_86984,Chordata,0,0,0,0,0,0,0,4.63E-05,1.84E-05
OTU_872219,Chordata,3.71E-05,0,0,0,0,0,0,0,0
OTU_87331,Chordata,0,3.65E-05,2.95E-06,2.11E-06,0,1.05E-06,0,4.20E-06,1.24E-05
OTU_87340,Unknown,2.30E-05,0,0,0,0,0,0,1.26E-05,9.97E-06
OTU_88349,Rhodophyta,1.77E-06,7.23E-06,0,4.20E-06,0,4.20E-06,3.86E-05,0,0
OTU_88673,Arthropoda,1.01E-05,0,7.73E-06,0,2.32E-05,3.64E-06,2.74E-06,0,0
OTU_888159,Arthropoda,3.34E-05,0,0,0,0,0,0,0,0
OTU_889571,Echinodermata,5.56E-05,0,0,0,0,0,0,0,0
OTU_892133,Echinodermata,5.56E-05,0,0,0,0,0,0,0,0
OTU_89322,Cnidaria,4.05E-05,1.45E-05,0,4.73E-06,0,0,3.97E-06,0,0
OTU_895069,Chordata,4.67E-05,1.81E-05,0,0,0,0,0,0,0
OTU_895838,Arthropoda,1.56E-05,1.20E-05,0,8.43E-06,1.51E-05,0,0,0,0
OTU_896435,Porifera,1.77E-05,0,0,0,3.40E-06,4.20E-06,3.97E-06,0,7.11E-06
OTU_898102,Porifera,5.30E-06,2.00E-06,0,1.11E-05,2.27E-06,6.79E-06,7.93E-06,6.65E-06,0
OTU_9025,Bigyra,0,1.68E-05,0,2.69E-05,0,2.10E-06,0,0,0
OTU_90805,Rhodophyta,0,1.80E-05,5.90E-06,0,9.10E-06,1.05E-06,0,0,0
OTU_924348,Arthropoda,0,7.23E-05,0,0,0,0,0,0,0
OTU_937599,Annelida,0,0,0,5.31E-05,0,0,0,0,0
OTU_941052,Annelida,2.87E-06,0,0,1.86E-05,2.32E-05,5.77E-06,0,6.65E-06,0
OTU_9411,Mollusca,0,0,0,4.00E-05,1.14E-06,0,0,0,0
OTU_944438,Arthropoda,1.01E-05,2.63E-06,3.87E-06,5.30E-06,5.80E-06,3.64E-06,5.47E-06,8.13E-06,0
OTU_9507,Ochrophyta,4.30E-06,2.63E-06,0,2.39E-05,5.93E-06,0,1.13E-05,0,1.01E-05
OTU_960595,Rhodophyta,7.07E-06,1.06E-05,0,2.11E-06,2.90E-06,6.30E-06,0,1.26E-05,0
OTU_963068,Cnidaria,0,7.60E-06,1.14E-05,1.08E-05,0,1.62E-05,0,0,0
OTU_963839,Bryozoa,0,2.60E-05,0,2.11E-06,4.53E-06,2.10E-06,0,0,0
OTU_9937,Nematoda,7.20E-06,0,0,0,0,0,1.92E-05,1.78E-05,1.01E-05
OTU_994440,Chordata,0,3.99E-05,0,0,0,0,0,0,0
OTU_995092,Chordata,7.07E-06,6.00E-06,0,0,0,1.26E-05,3.97E-06,0,0
OTU_996343,Mollusca,0,3.60E-05,0,0,0,1.05E-06,3.97E-06,0,0
OTU_1000480,Rhodophyta,0,0,0,0,2.33E-05,0,0,0,0
OTU_1002121,Chordata,0,0,0,0,2.04E-05,0,0,2.71E-06,0
OTU_1003618,Annelida,0,0,0,0,0,4.41E-05,0,5.43E-06,0
OTU_10091,Nematoda,0,0,0,0,0,0,2.74E-05,0,1.84E-05
OTU_1028428,Nematoda,1.44E-06,0,1.81E-06,1.24E-05,1.46E-05,2.59E-06,8.87E-06,0,7.47E-06
OTU_10317,Charophyta,0,0,0,0,0,0,1.64E-05,1.66E-05,2.25E-05
OTU_1033709,Mollusca,0,2.63E-06,1.55E-05,0,0,7.48E-05,0,0,5.07E-06
OTU_10459,Platyhelminthes,0,0,0,0,0,0,5.21E-05,0,0
OTU_1060425,Cnidaria,0,3.60E-06,1.16E-05,0,1.75E-05,2.59E-06,0,1.48E-05,1.00E-05
OTU_109976,Arthropoda,2.01E-05,5.27E-06,0,0,5.80E-06,0,0,2.71E-06,0
OTU_114323,Arthropoda,2.87E-06,2.63E-06,0,5.30E-06,2.90E-05,5.20E-06,0,2.71E-06,5.07E-06
OTU_11489,Miozoa,0,0,0,0,0,1.05E-06,4.28E-05,1.48E-05,0
OTU_11507,Xenacoelomorpha,0,0,0,0,0,0,0,0,9.60E-05
OTU_1170,Chlorophyta,3.53E-06,0,0,6.33E-06,0,3.64E-06,0,4.82E-05,0
OTU_118981,Rhodophyta,4.64E-06,0,0,2.65E-06,0,0,0,0,3.73E-05
OTU_119524,Arthropoda,0,0,0,2.12E-05,0,5.20E-06,1.10E-05,0,2.53E-05
OTU_121031,Rhodophyta,2.48E-05,1.28E-05,0,0,0,1.05E-06,0,0,0
OTU_122721,Rhodophyta,1.20E-05,0,5.90E-06,4.20E-06,9.83E-06,2.10E-06,0,0,0
OTU_122917,Porifera,1.24E-05,0,0,0,1.02E-05,1.05E-06,7.93E-06,0,0
OTU_125870,Ochrophyta,1.77E-06,2.00E-06,2.95E-06,8.43E-06,1.02E-05,1.05E-06,3.97E-06,0,2.04E-06
OTU_12876,Ochrophyta,4.64E-06,5.27E-06,0,5.01E-06,3.03E-06,4.20E-06,0,1.24E-05,1.12E-05
OTU_13075,Choanozoa,5.30E-06,8.00E-06,0,1.32E-05,1.14E-06,0,3.97E-06,1.66E-05,0
OTU_13382,Bigyra,0,2.63E-06,3.87E-06,3.66E-05,2.90E-06,2.59E-06,0,0,0
OTU_139074,Platyhelminthes,7.50E-06,3.16E-05,0,0,0,2.10E-06,0,0,0
OTU_13947,Ochrophyta,0,1.08E-05,7.71E-06,8.69E-06,6.30E-06,5.74E-06,0,0,2.04E-06
OTU_1443278,Porifera,1.42E-05,5.27E-06,3.87E-06,1.58E-05,0,2.59E-06,0,0,0
OTU_1494005,Porifera,5.30E-06,2.00E-06,0,0,0,3.15E-06,3.97E-06,4.63E-05,0
OTU_150837,Miozoa,0,3.69E-05,0,0,0,5.20E-06,5.47E-06,4.20E-06,0
OTU_154333,Arthropoda,5.73E-06,0,0,7.97E-06,5.80E-06,2.59E-06,0,1.09E-05,2.53E-05
OTU_1574007,Rhodophyta,0,2.00E-06,0,1.05E-05,4.53E-06,9.43E-06,0,0,0
OTU_1591,Rhodophyta,0,2.00E-06,2.66E-05,4.20E-06,2.90E-06,5.77E-06,6.71E-06,0,1.26E-05
OTU_15936,Ochrophyta,3.21E-06,2.00E-06,1.27E-05,6.33E-06,1.14E-06,2.10E-06,1.70E-05,0,5.07E-06
OTU_164051,Porifera,1.56E-05,2.00E-06,1.81E-06,0,0,0,0,0,3.05E-05
OTU_1663,Annelida,4.89E-06,0,0,7.10E-06,6.07E-06,3.15E-06,1.76E-05,0,1.25E-05
OTU_16811,Porifera,0,0,0,2.11E-06,6.80E-06,0,2.16E-05,2.11E-05,0
OTU_1684279,Miozoa,9.44E-06,2.63E-06,1.16E-05,0,2.90E-06,1.10E-05,1.01E-05,0,1.51E-05
OTU_1686850,Porifera,3.12E-06,7.26E-06,0,0,2.90E-06,1.05E-06,1.37E-05,8.13E-06,1.50E-05
